recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.5515916949
0.0689655172,1.0000000000,,0.5847812872
0.1034482759,1.0000000000,,0.6569733876
0.1379310345,1.0000000000,,0.6587944366
0.1724137931,1.0000000000,,0.6638236773
0.2068965517,1.0000000000,,0.6792439349
0.2413793103,1.0000000000,,0.6812519960
0.2758620690,1.0000000000,,0.6969513167
0.3103448276,1.0000000000,,0.7014230158
0.3448275862,1.0000000000,,0.7033401056
0.3793103448,1.0000000000,,0.7038554245
0.4137931034,0.8571428571,,0.7455431482
0.4482758621,0.8666666667,,0.7475328114
0.4827586207,0.3888888889,,0.8398563961
0.5172413793,0.3260869565,,0.8778089702
0.5517241379,0.3404255319,,0.8783603727
0.5862068966,0.3269230769,,0.9072604508
0.6206896552,0.2727272727,,0.9374618964
0.6551724138,0.2835820896,,0.9390652028
0.6896551724,0.2222222222,,1.0037127458
0.7241379310,0.2000000000,,1.0283823577
0.7586206897,0.2037037037,,1.0344830730
0.7931034483,0.2072072072,,1.0418141036
0.8275862069,0.2016806723,,1.0610485667
0.8620689655,0.1798561151,,1.1068119080
0.8965517241,0.1214953271,,1.2110099750
0.9310344828,0.0954063604,,1.3099935777
0.9655172414,0.0965517241,,1.3207419559
1.0000000000,0.0816901408,,1.3854357868
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
