recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3349094027
0.0689655172,0.6666666667,,0.4005312208
0.1034482759,0.3750000000,,0.5195312447
0.1379310345,0.4444444444,,0.5222894906
0.1724137931,0.5000000000,,0.5528142017
0.2068965517,0.5000000000,,0.5716915381
0.2413793103,0.4666666667,,0.5994891781
0.2758620690,0.5000000000,,0.6020888544
0.3103448276,0.5294117647,,0.6223235371
0.3448275862,0.5555555556,,0.6310412935
0.3793103448,0.4230769231,,0.7621335290
0.4137931034,0.4137931034,,0.7800238377
0.4482758621,0.4193548387,,0.7869459420
0.4827586207,0.4375000000,,0.8013864495
0.5172413793,0.4054054054,,0.8434373911
0.5517241379,0.4102564103,,0.8595562276
0.5862068966,0.3400000000,,0.9450931020
0.6206896552,0.3000000000,,1.0295643266
0.6551724138,0.2714285714,,1.1371409697
0.6896551724,0.2631578947,,1.1715042965
0.7241379310,0.2413793103,,1.2535701454
0.7586206897,0.2340425532,,1.3152759514
0.7931034483,0.2017543860,,1.4161434596
0.8275862069,0.2000000000,,1.4454945550
0.8620689655,0.1644736842,,1.6057774068
0.8965517241,0.1529411765,,1.6892786403
0.9310344828,0.1560693642,,1.7068441929
0.9655172414,0.1166666667,,1.9792283000
1.0000000000,0.0865671642,,2.4133122918
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
