recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,1.8732015607
0.0689655172,1.0000000000,,2.0993392860
0.1034482759,1.0000000000,,2.2710961120
0.1379310345,1.0000000000,,2.3004704733
0.1724137931,1.0000000000,,2.3842008005
0.2068965517,0.5000000000,,2.7891029396
0.2413793103,0.5384615385,,2.8588305125
0.2758620690,0.4210526316,,3.0011200737
0.3103448276,0.4090909091,,3.0348423288
0.3448275862,0.4166666667,,3.0589829134
0.3793103448,0.4400000000,,3.0606260664
0.4137931034,0.4444444444,,3.0890421809
0.4482758621,0.4193548387,,3.1158880884
0.4827586207,0.4375000000,,3.1169263509
0.5172413793,0.4411764706,,3.1260517126
0.5517241379,0.4571428571,,3.1605704887
0.5862068966,0.4473684211,,3.2126391823
0.6206896552,0.4090909091,,3.2960965913
0.6551724138,0.3584905660,,3.5906514708
0.6896551724,0.3389830508,,3.6423645981
0.7241379310,0.2763157895,,3.7804362029
0.7586206897,0.2716049383,,3.7964477386
0.7931034483,0.2613636364,,3.9117590536
0.8275862069,0.2474226804,,3.9890811475
0.8620689655,0.2450980392,,4.0214612479
0.8965517241,0.1969696970,,4.2780798925
0.9310344828,0.1875000000,,4.3487973891
0.9655172414,0.1761006289,,4.4549436300
1.0000000000,0.1450000000,,4.6421423624
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
