recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.1608418634
0.0689655172,0.6666666667,,0.2535070814
0.1034482759,0.6000000000,,0.2781262004
0.1379310345,0.6666666667,,0.3473392555
0.1724137931,0.6250000000,,0.3565465243
0.2068965517,0.5454545455,,0.4426425583
0.2413793103,0.5833333333,,0.4439099230
0.2758620690,0.4705882353,,0.4978334730
0.3103448276,0.5000000000,,0.5006852172
0.3448275862,0.4545454545,,0.5154255663
0.3793103448,0.4782608696,,0.5260364073
0.4137931034,0.4615384615,,0.5651954457
0.4482758621,0.3250000000,,0.6623449759
0.4827586207,0.2857142857,,0.7549504911
0.5172413793,0.2727272727,,0.7807614912
0.5517241379,0.2666666667,,0.8310319129
0.5862068966,0.2786885246,,0.8314497242
0.6206896552,0.2307692308,,0.9951016340
0.6551724138,0.2065217391,,1.1013419976
0.6896551724,0.2061855670,,1.1266631187
0.7241379310,0.2000000000,,1.2007063506
0.7586206897,0.1833333333,,1.3024294407
0.7931034483,0.1564625850,,1.4142256231
0.8275862069,0.1528662420,,1.4452037382
0.8620689655,0.1420454545,,1.5361042099
0.8965517241,0.1256038647,,1.6570073233
0.9310344828,0.1238532110,,1.7036826600
0.9655172414,0.1003584229,,1.9791724837
1.0000000000,0.0947712418,,2.0998885008
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
