recall,precision,chance_precision,dist
0.0344827586,0.0033333333,,30.1257606665
0.0689655172,0.0062305296,,30.6715209336
0.1034482759,0.0090361446,,31.1160337214
0.1379310345,0.0106666667,,32.2695506263
0.1724137931,0.0129533679,,32.5922938691
0.2068965517,0.0152284264,,32.7976221680
0.2413793103,0.0174129353,,32.9378577625
0.2758620690,0.0190476190,,33.3577070707
0.3103448276,0.0210280374,,33.5433312597
0.3448275862,0.0216919740,,33.9874114452
0.3793103448,0.0238095238,,34.0015207549
0.4137931034,0.0248962656,,34.1357239864
0.4482758621,0.0267489712,,34.1654390796
0.4827586207,0.0279441118,,34.2091852870
0.5172413793,0.0297029703,,34.2240440821
0.5517241379,0.0315581854,,34.2301766658
0.5862068966,0.0332031250,,34.2370950273
0.6206896552,0.0348837209,,34.2428476000
0.6551724138,0.0367504836,,34.2431846310
0.6896551724,0.0383877159,,34.2463695170
0.7241379310,0.0399239544,,34.2481482345
0.7586206897,0.0405904059,,34.2501036985
0.7931034483,0.0418943534,,34.2501199884
0.8275862069,0.0433212996,,34.2502616689
0.8620689655,0.0447227191,,34.2503963664
0.8965517241,0.0457746479,,34.2522691290
0.9310344828,0.0471204188,,34.2529531022
0.9655172414,0.0481927711,,34.2652730212
1.0000000000,0.0496575342,,34.2685432417
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
