recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.0020483819
0.0689655172,0.1176470588,,0.0248544137
0.1034482759,0.1153846154,,0.0411461746
0.1379310345,0.1052631579,,0.0715938896
0.1724137931,0.1250000000,,0.0789031047
0.2068965517,0.1395348837,,0.0844772299
0.2413793103,0.1060606061,,0.1535102381
0.2758620690,0.1066666667,,0.1786127018
0.3103448276,0.1153846154,,0.1936727885
0.3448275862,0.1063829787,,0.2433239370
0.3793103448,0.1111111111,,0.2503433486
0.4137931034,0.1111111111,,0.2665991812
0.4482758621,0.1150442478,,0.2812793732
0.4827586207,0.1206896552,,0.2872611597
0.5172413793,0.1127819549,,0.3310490935
0.5517241379,0.1194029851,,0.3342303759
0.5862068966,0.1180555556,,0.3621067230
0.6206896552,0.1241379310,,0.3636996675
0.6551724138,0.1283783784,,0.3716398834
0.6896551724,0.1307189542,,0.3808415839
0.7241379310,0.1354838710,,0.3854671486
0.7586206897,0.1366459627,,0.3941749478
0.7931034483,0.1314285714,,0.4246985081
0.8275862069,0.1250000000,,0.4626781518
0.8620689655,0.1131221719,,0.5540390689
0.8965517241,0.0996168582,,0.6530402508
0.9310344828,0.0992647059,,0.6822025032
0.9655172414,0.0897435897,,0.8072314661
1.0000000000,0.0781671159,,1.0164232636
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
