recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.0010275228
0.0689655172,0.1666666667,,0.0231289238
0.1034482759,0.0909090909,,0.0745234466
0.1379310345,0.1025641026,,0.0883907651
0.1724137931,0.1063829787,,0.1061736966
0.2068965517,0.1132075472,,0.1343656563
0.2413793103,0.1166666667,,0.1512382735
0.2758620690,0.1176470588,,0.1656331127
0.3103448276,0.1250000000,,0.1821183878
0.3448275862,0.1315789474,,0.1915721288
0.3793103448,0.1089108911,,0.2784791329
0.4137931034,0.1071428571,,0.3085016867
0.4482758621,0.1120689655,,0.3199414844
0.4827586207,0.1085271318,,0.3446052606
0.5172413793,0.1027397260,,0.3785088310
0.5517241379,0.1081081081,,0.3837370656
0.5862068966,0.1125827815,,0.3908874101
0.6206896552,0.1153846154,,0.4034009911
0.6551724138,0.1158536585,,0.4318298778
0.6896551724,0.1142857143,,0.4586410340
0.7241379310,0.1179775281,,0.4672154391
0.7586206897,0.1215469613,,0.4736252227
0.7931034483,0.1243243243,,0.4829904641
0.8275862069,0.1188118812,,0.5335083001
0.8620689655,0.1121076233,,0.5982661186
0.8965517241,0.0952380952,,0.7326875360
0.9310344828,0.0931034483,,0.7835979251
0.9655172414,0.0891719745,,0.8709597059
1.0000000000,0.0761154856,,1.1078187520
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
