recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.8110845880
0.0689655172,0.5000000000,,1.2029374639
0.1034482759,0.2727272727,,1.3834182821
0.1379310345,0.2666666667,,1.4442617447
0.1724137931,0.2941176471,,1.4772292467
0.2068965517,0.3333333333,,1.4811510957
0.2413793103,0.3181818182,,1.5354071928
0.2758620690,0.3478260870,,1.5555669390
0.3103448276,0.3461538462,,1.6138410029
0.3448275862,0.3333333333,,1.6878711434
0.3793103448,0.3548387097,,1.6946213325
0.4137931034,0.3750000000,,1.6972602447
0.4482758621,0.3939393939,,1.7055550389
0.4827586207,0.3589743590,,1.8065206518
0.5172413793,0.3658536585,,1.8192658791
0.5517241379,0.3555555556,,1.8710176914
0.5862068966,0.3695652174,,1.8798400194
0.6206896552,0.3050847458,,1.9887785733
0.6551724138,0.3114754098,,2.0131530885
0.6896551724,0.2941176471,,2.0898114975
0.7241379310,0.2441860465,,2.2012058100
0.7586206897,0.2037037037,,2.3692541170
0.7931034483,0.1825396825,,2.5222423536
0.8275862069,0.1751824818,,2.5786073529
0.8620689655,0.1773049645,,2.6128373968
0.8965517241,0.1604938272,,2.7216379542
0.9310344828,0.1483516484,,2.8054993595
0.9655172414,0.1428571429,,2.8909771107
1.0000000000,0.1086142322,,3.1995793063
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
