recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1508527983
0.0689655172,0.6666666667,,0.2649638965
0.1034482759,0.7500000000,,0.2700369170
0.1379310345,0.5714285714,,0.3700310824
0.1724137931,0.5555555556,,0.3900659399
0.2068965517,0.4615384615,,0.4293487046
0.2413793103,0.4666666667,,0.4671221359
0.2758620690,0.4444444444,,0.5025743728
0.3103448276,0.4500000000,,0.5330418089
0.3448275862,0.4761904762,,0.5382198938
0.3793103448,0.4583333333,,0.5789232903
0.4137931034,0.4285714286,,0.5925566246
0.4482758621,0.3095238095,,0.7365213674
0.4827586207,0.3111111111,,0.7495741095
0.5172413793,0.3125000000,,0.7854818143
0.5517241379,0.2807017544,,0.8429659901
0.5862068966,0.2786885246,,0.8617168761
0.6206896552,0.2278481013,,1.0438921144
0.6551724138,0.2289156627,,1.0669192169
0.6896551724,0.1923076923,,1.2477311499
0.7241379310,0.1981132075,,1.2682834918
0.7586206897,0.1803278689,,1.3735930730
0.7931034483,0.1586206897,,1.4598240764
0.8275862069,0.1509433962,,1.5057696682
0.8620689655,0.1470588235,,1.5768052308
0.8965517241,0.1326530612,,1.6698373883
0.9310344828,0.1210762332,,1.7683415150
0.9655172414,0.1007194245,,2.0507328009
1.0000000000,0.0953947368,,2.1654541343
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
