recall,precision,chance_precision,dist
0.0344827586,0.0027700831,,32.8700115874
0.0689655172,0.0053333333,,33.0262834364
0.1034482759,0.0079787234,,33.0283861033
0.1379310345,0.0105263158,,33.0638215772
0.1724137931,0.0124069479,,33.4162081275
0.2068965517,0.0148148148,,33.4478797862
0.2413793103,0.0168269231,,33.6141127330
0.2758620690,0.0186046512,,33.7996968849
0.3103448276,0.0206422018,,33.8782217651
0.3448275862,0.0212765957,,34.1429986024
0.3793103448,0.0230125523,,34.1823811568
0.4137931034,0.0250000000,,34.1865556608
0.4482758621,0.0263157895,,34.2369634477
0.4827586207,0.0277777778,,34.2578550349
0.5172413793,0.0295275591,,34.2673408836
0.5517241379,0.0312500000,,34.2749684273
0.5862068966,0.0331384016,,34.2809338053
0.6206896552,0.0344168260,,34.2885186824
0.6551724138,0.0361904762,,34.2898988830
0.6896551724,0.0379506641,,34.2903617309
0.7241379310,0.0397727273,,34.2912269090
0.7586206897,0.0412757974,,34.2939010159
0.7931034483,0.0425925926,,34.2957753659
0.8275862069,0.0430107527,,34.2966538903
0.8620689655,0.0440140845,,34.2966713893
0.8965517241,0.0456942004,,34.2967002214
0.9310344828,0.0468750000,,34.2970682298
0.9655172414,0.0481099656,,34.2983089106
1.0000000000,0.0497427101,,34.2983587868
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
