recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0454484152
0.0689655172,0.6666666667,,0.2107280579
0.1034482759,0.6000000000,,0.2698331663
0.1379310345,0.4000000000,,0.3696361511
0.1724137931,0.4166666667,,0.3787043660
0.2068965517,0.4285714286,,0.3948395099
0.2413793103,0.3500000000,,0.4460840339
0.2758620690,0.3636363636,,0.4659551669
0.3103448276,0.3461538462,,0.4747032424
0.3448275862,0.3703703704,,0.4953477221
0.3793103448,0.3928571429,,0.5023872800
0.4137931034,0.3428571429,,0.5775096516
0.4482758621,0.3170731707,,0.6470819453
0.4827586207,0.2692307692,,0.7394168006
0.5172413793,0.2777777778,,0.7575216080
0.5517241379,0.2580645161,,0.8334596633
0.5862068966,0.2537313433,,0.8585737968
0.6206896552,0.2307692308,,0.9486287335
0.6551724138,0.2134831461,,1.0397156011
0.6896551724,0.1785714286,,1.1969475370
0.7241379310,0.1794871795,,1.2117354365
0.7586206897,0.1506849315,,1.3706003583
0.7931034483,0.1352941176,,1.4494239113
0.8275862069,0.1318681319,,1.4930206854
0.8620689655,0.1329787234,,1.5113206384
0.8965517241,0.1220657277,,1.6250815073
0.9310344828,0.1075697211,,1.7626871970
0.9655172414,0.0861538462,,2.0495773880
1.0000000000,0.0814606742,,2.1613884697
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
