recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.2115786495
0.0689655172,1.0000000000,,0.2185770885
0.1034482759,0.6000000000,,0.3503090037
0.1379310345,0.5714285714,,0.3739259523
0.1724137931,0.6250000000,,0.3765356260
0.2068965517,0.6666666667,,0.4422965518
0.2413793103,0.5833333333,,0.5463657553
0.2758620690,0.5714285714,,0.5938803996
0.3103448276,0.5294117647,,0.6661006498
0.3448275862,0.4761904762,,0.7802799397
0.3793103448,0.4583333333,,0.8179474117
0.4137931034,0.4444444444,,0.8336575356
0.4482758621,0.3939393939,,0.8993477924
0.4827586207,0.3888888889,,0.9544837512
0.5172413793,0.3658536585,,1.0162216339
0.5517241379,0.3809523810,,1.0196810098
0.5862068966,0.3777777778,,1.1168614840
0.6206896552,0.3673469388,,1.1527640573
0.6551724138,0.3800000000,,1.1528846439
0.6896551724,0.3846153846,,1.1624374261
0.7241379310,0.3442622951,,1.2812688877
0.7586206897,0.2857142857,,1.4264218352
0.7931034483,0.2555555556,,1.4728917606
0.8275862069,0.2424242424,,1.5157344378
0.8620689655,0.2173913043,,1.5625976415
0.8965517241,0.1793103448,,1.6412106459
0.9310344828,0.1148936170,,1.7585429072
0.9655172414,0.0972222222,,1.8193553339
1.0000000000,0.0996563574,,1.8214713632
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
