recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3860176912
0.0689655172,1.0000000000,,0.4405204242
0.1034482759,1.0000000000,,0.4739547472
0.1379310345,0.5714285714,,0.5726387224
0.1724137931,0.6250000000,,0.5809473471
0.2068965517,0.6666666667,,0.6099607594
0.2413793103,0.7000000000,,0.6750619940
0.2758620690,0.7272727273,,0.6927937190
0.3103448276,0.6923076923,,0.7406079310
0.3448275862,0.5000000000,,0.9075150662
0.3793103448,0.5000000000,,0.9162267819
0.4137931034,0.5217391304,,0.9185646109
0.4482758621,0.5200000000,,0.9529353998
0.4827586207,0.3684210526,,1.2066005873
0.5172413793,0.3846153846,,1.2103663817
0.5517241379,0.3902439024,,1.2133393231
0.5862068966,0.4047619048,,1.2273320296
0.6206896552,0.4186046512,,1.2344575380
0.6551724138,0.4318181818,,1.2424123535
0.6896551724,0.4255319149,,1.2619759635
0.7241379310,0.3888888889,,1.3657671674
0.7586206897,0.3013698630,,1.5481994341
0.7931034483,0.2555555556,,1.6105787709
0.8275862069,0.2637362637,,1.6119747174
0.8620689655,0.2136752137,,1.6854247029
0.8965517241,0.1870503597,,1.7440262663
0.9310344828,0.1227272727,,1.8493662195
0.9655172414,0.1007194245,,1.9085982913
1.0000000000,0.0596707819,,2.1439160412
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
