recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0107417911
0.0689655172,0.5000000000,,0.0715912791
0.1034482759,0.3333333333,,0.1622610502
0.1379310345,0.3076923077,,0.2162410972
0.1724137931,0.3571428571,,0.2172739973
0.2068965517,0.3529411765,,0.2544476533
0.2413793103,0.2916666667,,0.3526037292
0.2758620690,0.3076923077,,0.3696131664
0.3103448276,0.3000000000,,0.4201257370
0.3448275862,0.3125000000,,0.4335265141
0.3793103448,0.3055555556,,0.4584013033
0.4137931034,0.3000000000,,0.5166819370
0.4482758621,0.3170731707,,0.5268682522
0.4827586207,0.3333333333,,0.5338032108
0.5172413793,0.3125000000,,0.5801380953
0.5517241379,0.3076923077,,0.6080931560
0.5862068966,0.3148148148,,0.6337041116
0.6206896552,0.3272727273,,0.6392761349
0.6551724138,0.3166666667,,0.6746372340
0.6896551724,0.3076923077,,0.7471122055
0.7241379310,0.2837837838,,0.7933420865
0.7586206897,0.2716049383,,0.8393673205
0.7931034483,0.2584269663,,0.8611619630
0.8275862069,0.1726618705,,1.0568657214
0.8620689655,0.1562500000,,1.1147297839
0.8965517241,0.1460674157,,1.1750375869
0.9310344828,0.1406250000,,1.2013280245
0.9655172414,0.1244444444,,1.2658506503
1.0000000000,0.1111111111,,1.3184304344
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
