recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.1110825485
0.0689655172,0.5000000000,,0.1199862017
0.1034482759,0.2727272727,,0.1844408235
0.1379310345,0.3076923077,,0.2166347253
0.1724137931,0.3571428571,,0.2199551358
0.2068965517,0.4000000000,,0.2544566811
0.2413793103,0.3333333333,,0.3587186944
0.2758620690,0.3076923077,,0.3923681822
0.3103448276,0.3103448276,,0.4394974725
0.3448275862,0.3225806452,,0.4530622103
0.3793103448,0.3437500000,,0.4584256910
0.4137931034,0.3000000000,,0.5249324799
0.4482758621,0.3095238095,,0.5380389869
0.4827586207,0.3181818182,,0.5430312409
0.5172413793,0.3260869565,,0.5823098963
0.5517241379,0.3137254902,,0.6223718086
0.5862068966,0.3269230769,,0.6469456070
0.6206896552,0.3157894737,,0.7027887780
0.6551724138,0.3275862069,,0.7125709405
0.6896551724,0.3278688525,,0.7542040314
0.7241379310,0.3088235294,,0.7957527244
0.7586206897,0.2933333333,,0.8478958271
0.7931034483,0.2948717949,,0.8638913833
0.8275862069,0.1967213115,,1.0629972180
0.8620689655,0.1724137931,,1.1498432234
0.8965517241,0.1721854305,,1.1750590361
0.9310344828,0.1406250000,,1.2595462101
0.9655172414,0.1414141414,,1.2658744110
1.0000000000,0.1277533040,,1.3184313507
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
