recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1717876298
0.0689655172,1.0000000000,,0.1928048207
0.1034482759,0.6000000000,,0.3185026460
0.1379310345,0.5714285714,,0.3386703295
0.1724137931,0.6250000000,,0.3404689526
0.2068965517,0.6000000000,,0.4222821392
0.2413793103,0.5384615385,,0.5203279722
0.2758620690,0.5714285714,,0.5879213759
0.3103448276,0.5294117647,,0.6534054187
0.3448275862,0.4000000000,,0.7516801607
0.3793103448,0.4074074074,,0.7710739241
0.4137931034,0.3870967742,,0.8072923198
0.4482758621,0.3611111111,,0.8719736743
0.4827586207,0.3783783784,,0.8743125199
0.5172413793,0.3947368421,,0.8900967162
0.5517241379,0.3636363636,,1.0085451493
0.5862068966,0.3777777778,,1.0274095849
0.6206896552,0.3829787234,,1.0904171176
0.6551724138,0.3958333333,,1.0951327128
0.6896551724,0.4000000000,,1.1068921157
0.7241379310,0.3442622951,,1.2311504601
0.7586206897,0.2894736842,,1.3515897577
0.7931034483,0.2738095238,,1.4022499212
0.8275862069,0.2142857143,,1.4989714345
0.8620689655,0.2155172414,,1.5105763329
0.8965517241,0.1656050955,,1.6207081522
0.9310344828,0.1279620853,,1.6910039634
0.9655172414,0.1040892193,,1.7545749632
1.0000000000,0.0976430976,,1.7871147567
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
