recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1143378384
0.0689655172,1.0000000000,,0.1631704176
0.1034482759,0.6000000000,,0.2151277307
0.1379310345,0.5714285714,,0.2454940434
0.1724137931,0.5555555556,,0.2769890488
0.2068965517,0.6000000000,,0.2916467381
0.2413793103,0.5000000000,,0.4051572937
0.2758620690,0.4210526316,,0.5049284597
0.3103448276,0.4500000000,,0.5238748798
0.3448275862,0.3846153846,,0.5692612168
0.3793103448,0.3548387097,,0.6276960948
0.4137931034,0.3529411765,,0.6629935173
0.4482758621,0.3333333333,,0.6924212561
0.4827586207,0.3414634146,,0.7130990758
0.5172413793,0.3260869565,,0.7323767213
0.5517241379,0.3333333333,,0.7466114312
0.5862068966,0.3090909091,,0.8264033674
0.6206896552,0.3157894737,,0.8591619586
0.6551724138,0.3114754098,,0.9059506512
0.6896551724,0.3125000000,,0.9161904645
0.7241379310,0.3181818182,,0.9446969901
0.7586206897,0.2894736842,,1.0273931661
0.7931034483,0.2072072072,,1.2606137283
0.8275862069,0.1860465116,,1.3143685274
0.8620689655,0.1811594203,,1.3589447615
0.8965517241,0.1595092025,,1.4240733450
0.9310344828,0.1436170213,,1.4729832142
0.9655172414,0.1120000000,,1.5504337594
1.0000000000,0.1102661597,,1.5692117509
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
