recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.1142666111
0.0689655172,0.3333333333,,0.1628830767
0.1034482759,0.2500000000,,0.2123552696
0.1379310345,0.3076923077,,0.2182051572
0.1724137931,0.3571428571,,0.2214541534
0.2068965517,0.4000000000,,0.2559474126
0.2413793103,0.3333333333,,0.3587319136
0.2758620690,0.3200000000,,0.3930168947
0.3103448276,0.3214285714,,0.4447909566
0.3448275862,0.3333333333,,0.4530961215
0.3793103448,0.3437500000,,0.4649987399
0.4137931034,0.3157894737,,0.5334772360
0.4482758621,0.3333333333,,0.5380499999
0.4827586207,0.3500000000,,0.5431134474
0.5172413793,0.3260869565,,0.5834002954
0.5517241379,0.3137254902,,0.6345443463
0.5862068966,0.3269230769,,0.6469531195
0.6206896552,0.3272727273,,0.7044823648
0.6551724138,0.3333333333,,0.7167044540
0.6896551724,0.3333333333,,0.7563445578
0.7241379310,0.3281250000,,0.7965277303
0.7586206897,0.3098591549,,0.8486520855
0.7931034483,0.3108108108,,0.8641807508
0.8275862069,0.1983471074,,1.0713434512
0.8620689655,0.1644736842,,1.1915813155
0.8965517241,0.1699346405,,1.1920417570
0.9310344828,0.1467391304,,1.2602549454
0.9655172414,0.1481481481,,1.2658765276
1.0000000000,0.1367924528,,1.3184355986
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
