recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3212843331
0.0689655172,1.0000000000,,0.3623946109
0.1034482759,0.7500000000,,0.4054836484
0.1379310345,0.5714285714,,0.4834756667
0.1724137931,0.6250000000,,0.4843755254
0.2068965517,0.6666666667,,0.5268256148
0.2413793103,0.6363636364,,0.6426930457
0.2758620690,0.6153846154,,0.6707302167
0.3103448276,0.6000000000,,0.7174380526
0.3448275862,0.5000000000,,0.8494711594
0.3793103448,0.5238095238,,0.8628213205
0.4137931034,0.5000000000,,0.8842227673
0.4482758621,0.5000000000,,0.9219981129
0.4827586207,0.3684210526,,1.1120635181
0.5172413793,0.3750000000,,1.1651228293
0.5517241379,0.3902439024,,1.1841620553
0.5862068966,0.4047619048,,1.1850751867
0.6206896552,0.4186046512,,1.1950894056
0.6551724138,0.4318181818,,1.2010482203
0.6896551724,0.4347826087,,1.2131401940
0.7241379310,0.3620689655,,1.3367321189
0.7586206897,0.2716049383,,1.5202508590
0.7931034483,0.2421052632,,1.5788132517
0.8275862069,0.2474226804,,1.5883793782
0.8620689655,0.2192982456,,1.6259077839
0.8965517241,0.1818181818,,1.6988444328
0.9310344828,0.1189427313,,1.8199858797
0.9655172414,0.1029411765,,1.8662621816
1.0000000000,0.0906250000,,1.9097333641
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
