recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3933861149
0.0689655172,1.0000000000,,0.4459132290
0.1034482759,1.0000000000,,0.4783743056
0.1379310345,0.5714285714,,0.5786490403
0.1724137931,0.6250000000,,0.5930470491
0.2068965517,0.6666666667,,0.6158154060
0.2413793103,0.7000000000,,0.6826539111
0.2758620690,0.7272727273,,0.7029235069
0.3103448276,0.6923076923,,0.7466435426
0.3448275862,0.5555555556,,0.9169134076
0.3793103448,0.5238095238,,0.9203730040
0.4137931034,0.5454545455,,0.9269979016
0.4482758621,0.5200000000,,0.9603092601
0.4827586207,0.3684210526,,1.2159591978
0.5172413793,0.3750000000,,1.2188365541
0.5517241379,0.3902439024,,1.2197889533
0.5862068966,0.4047619048,,1.2371197970
0.6206896552,0.4186046512,,1.2394332082
0.6551724138,0.4318181818,,1.2443728741
0.6896551724,0.4255319149,,1.2637738301
0.7241379310,0.3888888889,,1.3710029440
0.7586206897,0.3013698630,,1.5508297207
0.7931034483,0.2555555556,,1.6165834500
0.8275862069,0.2637362637,,1.6166904605
0.8620689655,0.2232142857,,1.6886200623
0.8965517241,0.1925925926,,1.7506367360
0.9310344828,0.1285714286,,1.8509633937
0.9655172414,0.1040892193,,1.9151635125
1.0000000000,0.0606694561,,2.1487452287
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
