recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.1127380546
0.0689655172,0.3333333333,,0.1625562426
0.1034482759,0.2500000000,,0.2084683806
0.1379310345,0.3076923077,,0.2210085445
0.1724137931,0.3571428571,,0.2250077238
0.2068965517,0.4000000000,,0.2563241491
0.2413793103,0.3333333333,,0.3627129997
0.2758620690,0.3200000000,,0.3962729485
0.3103448276,0.3214285714,,0.4457016665
0.3448275862,0.3333333333,,0.4513220696
0.3793103448,0.3437500000,,0.4649308594
0.4137931034,0.3157894737,,0.5287435656
0.4482758621,0.3333333333,,0.5405342138
0.4827586207,0.3500000000,,0.5410962579
0.5172413793,0.3333333333,,0.5858993903
0.5517241379,0.3137254902,,0.6228818482
0.5862068966,0.3269230769,,0.6433087388
0.6206896552,0.3333333333,,0.6997079447
0.6551724138,0.3392857143,,0.7124891477
0.6896551724,0.3333333333,,0.7550817931
0.7241379310,0.3230769231,,0.7976511751
0.7586206897,0.3098591549,,0.8480750854
0.7931034483,0.3026315789,,0.8674163406
0.8275862069,0.2000000000,,1.0589221100
0.8620689655,0.1677852349,,1.1803858632
0.8965517241,0.1721854305,,1.1825374539
0.9310344828,0.1516853933,,1.2521004497
0.9655172414,0.1497326203,,1.2655263391
1.0000000000,0.1361502347,,1.3209382457
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
