recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1848272454
0.0689655172,1.0000000000,,0.1891179954
0.1034482759,0.6000000000,,0.3226774314
0.1379310345,0.5714285714,,0.3481043379
0.1724137931,0.6250000000,,0.3600830053
0.2068965517,0.6000000000,,0.4208687658
0.2413793103,0.5384615385,,0.5181797559
0.2758620690,0.5714285714,,0.5912746766
0.3103448276,0.5294117647,,0.6549577168
0.3448275862,0.4347826087,,0.7480648991
0.3793103448,0.3928571429,,0.7827328578
0.4137931034,0.4000000000,,0.8006839011
0.4482758621,0.3823529412,,0.8759591110
0.4827586207,0.3783783784,,0.8888208577
0.5172413793,0.3947368421,,0.8977513057
0.5517241379,0.3636363636,,1.0072437712
0.5862068966,0.3695652174,,1.0901831701
0.6206896552,0.3829787234,,1.0918689446
0.6551724138,0.3958333333,,1.1072628618
0.6896551724,0.3773584906,,1.1354810796
0.7241379310,0.3500000000,,1.2338185422
0.7586206897,0.2933333333,,1.3581642057
0.7931034483,0.2875000000,,1.3894178547
0.8275862069,0.2242990654,,1.4983451966
0.8620689655,0.2066115702,,1.5440248205
0.8965517241,0.1688311688,,1.6258727971
0.9310344828,0.1097560976,,1.7396110858
0.9655172414,0.1102362205,,1.7432190226
1.0000000000,0.0983050847,,1.7955777519
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
