recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3843214960
0.0689655172,1.0000000000,,0.4417698219
0.1034482759,1.0000000000,,0.4703064666
0.1379310345,0.5714285714,,0.5733678014
0.1724137931,0.6250000000,,0.5855608649
0.2068965517,0.6666666667,,0.6047706869
0.2413793103,0.7000000000,,0.6762178576
0.2758620690,0.7272727273,,0.6972752118
0.3103448276,0.6923076923,,0.7434924024
0.3448275862,0.5555555556,,0.9124283823
0.3793103448,0.5238095238,,0.9161815282
0.4137931034,0.5454545455,,0.9223718035
0.4482758621,0.5200000000,,0.9544312301
0.4827586207,0.3684210526,,1.2120861602
0.5172413793,0.3750000000,,1.2135020331
0.5517241379,0.3902439024,,1.2163201149
0.5862068966,0.4047619048,,1.2324329328
0.6206896552,0.4186046512,,1.2359986093
0.6551724138,0.4318181818,,1.2411614068
0.6896551724,0.4255319149,,1.2606200441
0.7241379310,0.3888888889,,1.3661683438
0.7586206897,0.3013698630,,1.5483057622
0.7931034483,0.2555555556,,1.6135656510
0.8275862069,0.2637362637,,1.6139661128
0.8620689655,0.2212389381,,1.6826468448
0.8965517241,0.1925925926,,1.7465237434
0.9310344828,0.1279620853,,1.8485055477
0.9655172414,0.1037037037,,1.9100225115
1.0000000000,0.0604166667,,2.1454166919
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
