recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.2269546518
0.0689655172,1.0000000000,,0.2402847373
0.1034482759,0.6000000000,,0.3575839688
0.1379310345,0.5714285714,,0.3814810798
0.1724137931,0.6250000000,,0.3923835297
0.2068965517,0.6666666667,,0.4356298353
0.2413793103,0.6363636364,,0.5543713592
0.2758620690,0.6153846154,,0.6035124682
0.3103448276,0.5294117647,,0.6682638004
0.3448275862,0.4761904762,,0.7879753223
0.3793103448,0.4583333333,,0.8294385778
0.4137931034,0.4615384615,,0.8376780672
0.4482758621,0.3939393939,,0.8948721280
0.4827586207,0.4000000000,,0.9848002675
0.5172413793,0.3658536585,,1.0293484658
0.5517241379,0.3809523810,,1.0333198077
0.5862068966,0.3777777778,,1.1204880672
0.6206896552,0.3750000000,,1.1581853652
0.6551724138,0.3877551020,,1.1595161647
0.6896551724,0.4000000000,,1.1611989311
0.7241379310,0.3500000000,,1.2848258924
0.7586206897,0.2972972973,,1.4225578384
0.7931034483,0.2911392405,,1.4650388214
0.8275862069,0.2400000000,,1.5307442861
0.8620689655,0.2272727273,,1.5626275493
0.8965517241,0.1818181818,,1.6501452952
0.9310344828,0.1221719457,,1.7601187359
0.9655172414,0.1018181818,,1.8193948078
1.0000000000,0.0886850153,,1.8715937591
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
