recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1127724032
0.0689655172,1.0000000000,,0.1629873609
0.1034482759,0.6000000000,,0.2105268347
0.1379310345,0.5714285714,,0.2489597628
0.1724137931,0.5555555556,,0.2770296608
0.2068965517,0.6000000000,,0.2942783685
0.2413793103,0.5384615385,,0.4076909015
0.2758620690,0.4210526316,,0.5017871770
0.3103448276,0.3913043478,,0.5280049612
0.3448275862,0.3703703704,,0.5712645508
0.3793103448,0.3437500000,,0.6280128420
0.4137931034,0.3428571429,,0.6627436872
0.4482758621,0.3333333333,,0.6882492295
0.4827586207,0.3414634146,,0.7090232246
0.5172413793,0.3333333333,,0.7266806794
0.5517241379,0.3333333333,,0.7371640286
0.5862068966,0.3148148148,,0.8141976990
0.6206896552,0.3157894737,,0.8561461750
0.6551724138,0.3064516129,,0.9031444297
0.6896551724,0.3125000000,,0.9181294473
0.7241379310,0.3181818182,,0.9417189557
0.7586206897,0.2972972973,,1.0242391044
0.7931034483,0.2090909091,,1.2541378423
0.8275862069,0.1875000000,,1.3079641589
0.8620689655,0.1824817518,,1.3549741278
0.8965517241,0.1635220126,,1.4099756476
0.9310344828,0.1428571429,,1.4709391881
0.9655172414,0.1133603239,,1.5441209708
1.0000000000,0.1115384615,,1.5639352711
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
