recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0039666938
0.0689655172,0.3333333333,,0.0546693965
0.1034482759,0.4285714286,,0.0559683969
0.1379310345,0.4444444444,,0.0904942634
0.1724137931,0.4545454545,,0.1012268168
0.2068965517,0.4000000000,,0.1448486524
0.2413793103,0.4117647059,,0.1686329426
0.2758620690,0.4444444444,,0.1904233532
0.3103448276,0.3913043478,,0.2335753956
0.3448275862,0.3448275862,,0.2973661446
0.3793103448,0.3235294118,,0.3368282524
0.4137931034,0.2857142857,,0.4057942448
0.4482758621,0.2888888889,,0.4195356125
0.4827586207,0.3043478261,,0.4268074853
0.5172413793,0.2884615385,,0.5085331027
0.5517241379,0.2962962963,,0.5218680717
0.5862068966,0.2931034483,,0.5425593181
0.6206896552,0.3050847458,,0.5584038251
0.6551724138,0.3114754098,,0.5639434474
0.6896551724,0.3030303030,,0.5965140937
0.7241379310,0.3134328358,,0.6028000710
0.7586206897,0.3142857143,,0.6138140174
0.7931034483,0.3066666667,,0.6266917406
0.8275862069,0.2264150943,,0.7872473672
0.8620689655,0.1937984496,,0.8638588121
0.8965517241,0.1238095238,,1.0407246149
0.9310344828,0.1158798283,,1.0768776777
0.9655172414,0.1098039216,,1.1031054395
1.0000000000,0.1119691120,,1.1091327165
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
