recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,0.7500000000,
0.1379310345,0.8000000000,
0.1724137931,0.8333333333,
0.2068965517,0.6000000000,
0.2413793103,0.5833333333,
0.2758620690,0.5333333333,
0.3103448276,0.5294117647,
0.3448275862,0.5263157895,
0.3793103448,0.5500000000,
0.4137931034,0.4800000000,
0.4482758621,0.4333333333,
0.4827586207,0.3111111111,
0.5172413793,0.3191489362,
0.5517241379,0.3200000000,
0.5862068966,0.3148148148,
0.6206896552,0.3272727273,
0.6551724138,0.3275862069,
0.6896551724,0.3333333333,
0.7241379310,0.3088235294,
0.7586206897,0.2682926829,
0.7931034483,0.2300000000,
0.8275862069,0.2051282051,
0.8620689655,0.2049180328,
0.8965517241,0.1538461538,
0.9310344828,0.1125000000,
0.9655172414,0.0982456140,
1.0000000000,0.0564202335,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
