recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.6666666667,
0.1724137931,0.6250000000,
0.2068965517,0.6666666667,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.7500000000,
0.3448275862,0.5882352941,
0.3793103448,0.4782608696,
0.4137931034,0.4800000000,
0.4482758621,0.4814814815,
0.4827586207,0.3888888889,
0.5172413793,0.4054054054,
0.5517241379,0.4210526316,
0.5862068966,0.4358974359,
0.6206896552,0.4285714286,
0.6551724138,0.4418604651,
0.6896551724,0.4081632653,
0.7241379310,0.4038461538,
0.7586206897,0.2716049383,
0.7931034483,0.2705882353,
0.8275862069,0.2376237624,
0.8620689655,0.2173913043,
0.8965517241,0.1452513966,
0.9310344828,0.1227272727,
0.9655172414,0.0894568690,
1.0000000000,0.0650224215,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
