recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.2985006694
0.0689655172,0.4000000000,,0.3394564842
0.1034482759,0.3000000000,,0.4645389250
0.1379310345,0.3076923077,,0.5522606853
0.1724137931,0.3571428571,,0.5671949213
0.2068965517,0.3750000000,,0.6340981603
0.2413793103,0.3333333333,,0.9247833959
0.2758620690,0.3076923077,,1.0055152412
0.3103448276,0.3214285714,,1.0569599472
0.3448275862,0.3333333333,,1.1086292317
0.3793103448,0.3333333333,,1.1465052475
0.4137931034,0.3157894737,,1.2589694635
0.4482758621,0.3023255814,,1.3426767171
0.4827586207,0.3111111111,,1.3720614348
0.5172413793,0.3260869565,,1.4659528690
0.5517241379,0.3265306122,,1.4948611051
0.5862068966,0.3269230769,,1.5842736082
0.6206896552,0.3157894737,,1.7347530934
0.6551724138,0.3275862069,,1.7505827098
0.6896551724,0.3174603175,,1.8652819699
0.7241379310,0.3088235294,,1.9749052589
0.7586206897,0.2820512821,,2.1051782163
0.7931034483,0.2804878049,,2.1676011549
0.8275862069,0.2033898305,,2.5356501513
0.8620689655,0.1760563380,,2.7700355819
0.8965517241,0.1768707483,,2.8170625464
0.9310344828,0.1398963731,,3.0925319961
0.9655172414,0.1302325581,,3.1691052280
1.0000000000,0.1228813559,,3.2892562764
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
