recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.3095081241
0.0689655172,0.2222222222,,0.4779235924
0.1034482759,0.2500000000,,0.5579976698
0.1379310345,0.3076923077,,0.5648978404
0.1724137931,0.3571428571,,0.5726096540
0.2068965517,0.3750000000,,0.6396697934
0.2413793103,0.3333333333,,0.9248312233
0.2758620690,0.3200000000,,1.0078755350
0.3103448276,0.3461538462,,1.0774160946
0.3448275862,0.3333333333,,1.1338753214
0.3793103448,0.3437500000,,1.1466302379
0.4137931034,0.3243243243,,1.2920369489
0.4482758621,0.3421052632,,1.3429868169
0.4827586207,0.3500000000,,1.3721017160
0.5172413793,0.3333333333,,1.4699910666
0.5517241379,0.3265306122,,1.5418551099
0.5862068966,0.3269230769,,1.5843022224
0.6206896552,0.3272727273,,1.7411486301
0.6551724138,0.3392857143,,1.7662517570
0.6896551724,0.3278688525,,1.8733487823
0.7241379310,0.3230769231,,1.9778172330
0.7586206897,0.3055555556,,2.1080186446
0.7931034483,0.2987012987,,2.1686767620
0.8275862069,0.2123893805,,2.5682049600
0.8620689655,0.1712328767,,2.8810697615
0.8965517241,0.1688311688,,2.9317002304
0.9310344828,0.1500000000,,3.0952240045
0.9655172414,0.1428571429,,3.1691131138
1.0000000000,0.1318181818,,3.2892721581
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
