recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0135924096
0.0689655172,0.4000000000,,0.1298049012
0.1034482759,0.4285714286,,0.1543708236
0.1379310345,0.4444444444,,0.2335537938
0.1724137931,0.4166666667,,0.2729113851
0.2068965517,0.3750000000,,0.3486895869
0.2413793103,0.4117647059,,0.4180183605
0.2758620690,0.4000000000,,0.4904181206
0.3103448276,0.3750000000,,0.5953155408
0.3448275862,0.3448275862,,0.7362434184
0.3793103448,0.3142857143,,0.8357856893
0.4137931034,0.2926829268,,0.9889089283
0.4482758621,0.3095238095,,1.0015512807
0.4827586207,0.3111111111,,1.0351492604
0.5172413793,0.2941176471,,1.2191333934
0.5517241379,0.2758620690,,1.3042640340
0.5862068966,0.2881355932,,1.3157576868
0.6206896552,0.3000000000,,1.3773069050
0.6551724138,0.3114754098,,1.3815495155
0.6896551724,0.3076923077,,1.4465731028
0.7241379310,0.3134328358,,1.4894097474
0.7586206897,0.3235294118,,1.4902923731
0.7931034483,0.3285714286,,1.4992214684
0.8275862069,0.2162162162,,1.9559154164
0.8620689655,0.1851851852,,2.1345775004
0.8965517241,0.1220657277,,2.5132606816
0.9310344828,0.1129707113,,2.6173272971
0.9655172414,0.1147540984,,2.6521757525
1.0000000000,0.1146245059,,2.6791915337
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
