recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,2.6635576312
0.0689655172,1.0000000000,,2.8492836276
0.1034482759,1.0000000000,,3.0247393262
0.1379310345,0.8000000000,,3.5656727933
0.1724137931,0.7142857143,,3.7331790148
0.2068965517,0.7500000000,,3.9887535871
0.2413793103,0.7000000000,,4.2366786179
0.2758620690,0.7272727273,,4.2464751708
0.3103448276,0.7500000000,,4.3179284589
0.3448275862,0.7142857143,,4.4680372973
0.3793103448,0.7333333333,,4.5552895545
0.4137931034,0.7058823529,,4.9955896810
0.4482758621,0.6190476190,,5.4231030534
0.4827586207,0.5600000000,,5.7398322575
0.5172413793,0.5172413793,,5.8963328969
0.5517241379,0.4444444444,,6.2460627582
0.5862068966,0.4146341463,,6.3222538979
0.6206896552,0.2950819672,,6.5866455977
0.6551724138,0.2567567568,,6.7475808839
0.6896551724,0.2500000000,,6.8367680479
0.7241379310,0.1615384615,,7.2210761868
0.7586206897,0.1333333333,,7.4487048223
0.7931034483,0.0779661017,,7.9921758895
0.8275862069,0.0747663551,,8.1188410602
0.8620689655,0.0708215297,,8.2573197632
0.8965517241,0.0593607306,,8.7686461014
0.9310344828,0.0574468085,,9.0107050155
0.9655172414,0.0590717300,,9.0543767592
1.0000000000,0.0508771930,,10.9371787291
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
