recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,1.0791375786
0.0689655172,1.0000000000,,1.1888448680
0.1034482759,0.7500000000,,1.4184324547
0.1379310345,0.5714285714,,1.8785644042
0.1724137931,0.6250000000,,1.9808385108
0.2068965517,0.6666666667,,2.1587522430
0.2413793103,0.7000000000,,2.2408615842
0.2758620690,0.7272727273,,2.3767306409
0.3103448276,0.7500000000,,2.4109430922
0.3448275862,0.5000000000,,3.2469173770
0.3793103448,0.5000000000,,3.4044127058
0.4137931034,0.5000000000,,3.4900050115
0.4482758621,0.5200000000,,3.5863879209
0.4827586207,0.5000000000,,3.8861699748
0.5172413793,0.4545454545,,4.1375853744
0.5517241379,0.3636363636,,4.6205676677
0.5862068966,0.3695652174,,4.6383112026
0.6206896552,0.3214285714,,4.9766201854
0.6551724138,0.2923076923,,5.1131498114
0.6896551724,0.2985074627,,5.1653601958
0.7241379310,0.2500000000,,5.3902239972
0.7586206897,0.2588235294,,5.3992352440
0.7931034483,0.2300000000,,5.5706367754
0.8275862069,0.2264150943,,5.6317880330
0.8620689655,0.1572327044,,5.9134963554
0.8965517241,0.0714285714,,6.6618966030
0.9310344828,0.0569620253,,7.2349107161
0.9655172414,0.0589473684,,7.2500536630
1.0000000000,0.0595482546,,7.3348825612
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
