recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,8.0688202666
0.0689655172,0.6666666667,,9.6070847110
0.1034482759,0.7500000000,,9.6837085647
0.1379310345,0.8000000000,,10.6533029262
0.1724137931,0.8333333333,,10.7219264005
0.2068965517,0.8571428571,,11.4606329169
0.2413793103,0.8750000000,,11.6791332249
0.2758620690,0.7272727273,,12.1489221585
0.3103448276,0.6428571429,,12.4478343832
0.3448275862,0.5263157895,,12.6330416428
0.3793103448,0.5238095238,,12.7539078603
0.4137931034,0.4285714286,,13.1998000535
0.4482758621,0.4482758621,,13.2363453162
0.4827586207,0.2592592593,,14.0743387800
0.5172413793,0.2542372881,,14.2097005195
0.5517241379,0.1415929204,,15.6004416288
0.5862068966,0.1349206349,,15.9510030408
0.6206896552,0.1353383459,,15.9983968603
0.6551724138,0.1225806452,,16.4769647185
0.6896551724,0.1098901099,,17.1407487353
0.7241379310,0.1088082902,,17.4015121727
0.7586206897,0.1094527363,,17.5429953752
0.7931034483,0.1069767442,,17.8427005446
0.8275862069,0.1057268722,,18.0832326316
0.8620689655,0.1059322034,,18.4409595543
0.8965517241,0.0928571429,,19.9047076957
0.9310344828,0.0778097983,,22.5783979265
0.9655172414,0.0674698795,,24.9395736258
1.0000000000,0.0600414079,,26.2888637789
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
