recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3098347501
0.0689655172,1.0000000000,,0.4791397685
0.1034482759,0.6000000000,,0.5777835962
0.1379310345,0.6666666667,,0.6845208323
0.1724137931,0.6250000000,,0.7406044483
0.2068965517,0.6666666667,,0.8805294203
0.2413793103,0.5384615385,,1.1383781318
0.2758620690,0.4705882353,,1.3676217484
0.3103448276,0.4285714286,,1.5205369362
0.3448275862,0.4347826087,,1.5831741296
0.3793103448,0.4074074074,,1.6814759053
0.4137931034,0.4000000000,,1.7841952254
0.4482758621,0.3421052632,,2.0150281676
0.4827586207,0.3589743590,,2.0580135466
0.5172413793,0.3333333333,,2.1727241607
0.5517241379,0.3404255319,,2.1902896108
0.5862068966,0.2982456140,,2.4194112269
0.6206896552,0.2903225806,,2.5584418759
0.6551724138,0.3015873016,,2.5688670281
0.6896551724,0.3125000000,,2.5736429393
0.7241379310,0.3043478261,,2.6677751187
0.7586206897,0.2588235294,,2.9342349307
0.7931034483,0.2169811321,,3.2686886671
0.8275862069,0.1791044776,,3.6163836694
0.8620689655,0.1724137931,,3.7146713657
0.8965517241,0.1306532663,,4.0223104541
0.9310344828,0.0706806283,,4.5211717074
0.9655172414,0.0727272727,,4.5304761994
1.0000000000,0.0674418605,,4.6832775677
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
