recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.5000000000,
0.1034482759,0.5000000000,
0.1379310345,0.3636363636,
0.1724137931,0.3846153846,
0.2068965517,0.4285714286,
0.2413793103,0.3684210526,
0.2758620690,0.2000000000,
0.3103448276,0.2195121951,
0.3448275862,0.1785714286,
0.3793103448,0.1929824561,
0.4137931034,0.2068965517,
0.4482758621,0.2096774194,
0.4827586207,0.2153846154,
0.5172413793,0.2083333333,
0.5517241379,0.2105263158,
0.5862068966,0.2125000000,
0.6206896552,0.2045454545,
0.6551724138,0.2134831461,
0.6896551724,0.1652892562,
0.7241379310,0.1707317073,
0.7586206897,0.1679389313,
0.7931034483,0.1691176471,
0.8275862069,0.1500000000,
0.8620689655,0.1302083333,
0.8965517241,0.1274509804,
0.9310344828,0.1120331950,
0.9655172414,0.1120000000,
1.0000000000,0.0788043478,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
