recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,0.7142857143,
0.2068965517,0.7500000000,
0.2413793103,0.5384615385,
0.2758620690,0.5714285714,
0.3103448276,0.6000000000,
0.3448275862,0.6250000000,
0.3793103448,0.6470588235,
0.4137931034,0.6000000000,
0.4482758621,0.5200000000,
0.4827586207,0.4516129032,
0.5172413793,0.4285714286,
0.5517241379,0.4102564103,
0.5862068966,0.2656250000,
0.6206896552,0.2608695652,
0.6551724138,0.2638888889,
0.6896551724,0.2702702703,
0.7241379310,0.2625000000,
0.7586206897,0.2315789474,
0.7931034483,0.1825396825,
0.8275862069,0.1889763780,
0.8620689655,0.1396648045,
0.8965517241,0.1340206186,
0.9310344828,0.1343283582,
0.9655172414,0.0786516854,
1.0000000000,0.0570866142,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
