recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.5000000000,
0.1034482759,0.6000000000,
0.1379310345,0.6666666667,
0.1724137931,0.6250000000,
0.2068965517,0.6666666667,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.7500000000,
0.3448275862,0.7142857143,
0.3793103448,0.7333333333,
0.4137931034,0.6666666667,
0.4482758621,0.6842105263,
0.4827586207,0.5600000000,
0.5172413793,0.4687500000,
0.5517241379,0.4571428571,
0.5862068966,0.4250000000,
0.6206896552,0.4285714286,
0.6551724138,0.1696428571,
0.6896551724,0.1449275362,
0.7241379310,0.1250000000,
0.7586206897,0.1242937853,
0.7931034483,0.1210526316,
0.8275862069,0.0819112628,
0.8620689655,0.0559284116,
0.8965517241,0.0565217391,
0.9310344828,0.0560165975,
0.9655172414,0.0553359684,
1.0000000000,0.0525362319,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
