recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,0.6666666667,
0.1034482759,0.6000000000,
0.1379310345,0.6666666667,
0.1724137931,0.6250000000,
0.2068965517,0.6666666667,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.7500000000,
0.3448275862,0.7142857143,
0.3793103448,0.7333333333,
0.4137931034,0.5454545455,
0.4482758621,0.5000000000,
0.4827586207,0.4666666667,
0.5172413793,0.3750000000,
0.5517241379,0.3478260870,
0.5862068966,0.3617021277,
0.6206896552,0.2769230769,
0.6551724138,0.1461538462,
0.6896551724,0.1351351351,
0.7241379310,0.1409395973,
0.7586206897,0.1333333333,
0.7931034483,0.1191709845,
0.8275862069,0.0771704180,
0.8620689655,0.0549450549,
0.8965517241,0.0546218487,
0.9310344828,0.0557851240,
0.9655172414,0.0547945205,
1.0000000000,0.0518783542,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
