recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,0.7500000000,
0.1379310345,0.6666666667,
0.1724137931,0.6250000000,
0.2068965517,0.6666666667,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.7500000000,
0.3448275862,0.7692307692,
0.3793103448,0.7857142857,
0.4137931034,0.7500000000,
0.4482758621,0.7647058824,
0.4827586207,0.7368421053,
0.5172413793,0.5555555556,
0.5517241379,0.5714285714,
0.5862068966,0.5151515152,
0.6206896552,0.5000000000,
0.6551724138,0.1711711712,
0.6896551724,0.1459854015,
0.7241379310,0.1288343558,
0.7586206897,0.1208791209,
0.7931034483,0.1243243243,
0.8275862069,0.0797342193,
0.8620689655,0.0547045952,
0.8965517241,0.0559139785,
0.9310344828,0.0560165975,
0.9655172414,0.0553359684,
1.0000000000,0.0513274336,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
