recall,precision,chance_precision
0.0344827586,0.0104166667,
0.0689655172,0.0206185567,
0.1034482759,0.0306122449,
0.1379310345,0.0404040404,
0.1724137931,0.0500000000,
0.2068965517,0.0594059406,
0.2413793103,0.0686274510,
0.2758620690,0.0776699029,
0.3103448276,0.0865384615,
0.3448275862,0.0952380952,
0.3793103448,0.1028037383,
0.4137931034,0.1111111111,
0.4482758621,0.1192660550,
0.4827586207,0.1272727273,
0.5172413793,0.1351351351,
0.5517241379,0.1428571429,
0.5862068966,0.1504424779,
0.6206896552,0.1578947368,
0.6551724138,0.1652173913,
0.6896551724,0.1724137931,
0.7241379310,0.1794871795,
0.7586206897,0.1864406780,
0.7931034483,0.1932773109,
0.8275862069,0.2000000000,
0.8620689655,0.2066115702,
0.8965517241,0.2131147541,
0.9310344828,0.2195121951,
0.9655172414,0.2258064516,
1.0000000000,0.2320000000,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
