recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,0.5714285714,
0.1724137931,0.6250000000,
0.2068965517,0.6666666667,
0.2413793103,0.7000000000,
0.2758620690,0.7272727273,
0.3103448276,0.6428571429,
0.3448275862,0.5882352941,
0.3793103448,0.4583333333,
0.4137931034,0.4444444444,
0.4482758621,0.4642857143,
0.4827586207,0.3333333333,
0.5172413793,0.2272727273,
0.5517241379,0.1975308642,
0.5862068966,0.1808510638,
0.6206896552,0.1666666667,
0.6551724138,0.1472868217,
0.6896551724,0.1324503311,
0.7241379310,0.1235294118,
0.7586206897,0.1176470588,
0.7931034483,0.1064814815,
0.8275862069,0.1043478261,
0.8620689655,0.0871080139,
0.8965517241,0.0815047022,
0.9310344828,0.0843750000,
0.9655172414,0.0746666667,
1.0000000000,0.0747422680,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
