recall,precision,chance_precision
0.0344827586,0.2500000000,
0.0689655172,0.3333333333,
0.1034482759,0.3750000000,
0.1379310345,0.3076923077,
0.1724137931,0.2272727273,
0.2068965517,0.1578947368,
0.2413793103,0.1627906977,
0.2758620690,0.1568627451,
0.3103448276,0.1343283582,
0.3448275862,0.0943396226,
0.3793103448,0.1009174312,
0.4137931034,0.1016949153,
0.4482758621,0.0787878788,
0.4827586207,0.0769230769,
0.5172413793,0.0742574257,
0.5517241379,0.0784313725,
0.5862068966,0.0769230769,
0.6206896552,0.0803571429,
0.6551724138,0.0745098039,
0.6896551724,0.0781250000,
0.7241379310,0.0726643599,
0.7586206897,0.0728476821,
0.7931034483,0.0749185668,
0.8275862069,0.0705882353,
0.8620689655,0.0573394495,
0.8965517241,0.0478821363,
0.9310344828,0.0482142857,
0.9655172414,0.0498220641,
1.0000000000,0.0514184397,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
