recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,0.8571428571,
0.2413793103,0.5384615385,
0.2758620690,0.4444444444,
0.3103448276,0.4090909091,
0.3448275862,0.4347826087,
0.3793103448,0.4583333333,
0.4137931034,0.4800000000,
0.4482758621,0.4062500000,
0.4827586207,0.3888888889,
0.5172413793,0.3846153846,
0.5517241379,0.4000000000,
0.5862068966,0.2881355932,
0.6206896552,0.2903225806,
0.6551724138,0.2405063291,
0.6896551724,0.2040816327,
0.7241379310,0.2100000000,
0.7586206897,0.2115384615,
0.7931034483,0.1965811966,
0.8275862069,0.1920000000,
0.8620689655,0.1700680272,
0.8965517241,0.1268292683,
0.9310344828,0.0915254237,
0.9655172414,0.0858895706,
1.0000000000,0.0755208333,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
