recall,precision,chance_precision
0.0344827586,1.0000000000,
0.0689655172,1.0000000000,
0.1034482759,1.0000000000,
0.1379310345,1.0000000000,
0.1724137931,1.0000000000,
0.2068965517,1.0000000000,
0.2413793103,0.8750000000,
0.2758620690,0.8000000000,
0.3103448276,0.6923076923,
0.3448275862,0.6666666667,
0.3793103448,0.6875000000,
0.4137931034,0.5217391304,
0.4482758621,0.5200000000,
0.4827586207,0.3043478261,
0.5172413793,0.3125000000,
0.5517241379,0.2222222222,
0.5862068966,0.2000000000,
0.6206896552,0.2000000000,
0.6551724138,0.1826923077,
0.6896551724,0.1666666667,
0.7241379310,0.1478873239,
0.7586206897,0.1073170732,
0.7931034483,0.1055045872,
0.8275862069,0.1081081081,
0.8620689655,0.1077586207,
0.8965517241,0.0977443609,
0.9310344828,0.0723860590,
0.9655172414,0.0616740088,
1.0000000000,0.0622317597,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
