recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,2.8208292941
0.0689655172,1.0000000000,,3.2232839244
0.1034482759,1.0000000000,,3.3993712929
0.1379310345,0.8000000000,,3.6611364875
0.1724137931,0.7142857143,,3.9151713729
0.2068965517,0.7500000000,,4.3138557930
0.2413793103,0.7777777778,,4.3570026736
0.2758620690,0.6666666667,,4.5511994254
0.3103448276,0.6923076923,,4.5902076593
0.3448275862,0.7142857143,,4.7631679821
0.3793103448,0.7333333333,,4.7970399474
0.4137931034,0.7058823529,,5.2496362827
0.4482758621,0.6500000000,,5.5810199321
0.4827586207,0.5600000000,,5.9477475363
0.5172413793,0.5769230769,,6.1796357152
0.5517241379,0.4705882353,,6.4417608774
0.5862068966,0.4358974359,,6.5766228133
0.6206896552,0.3529411765,,6.7764534512
0.6551724138,0.2500000000,,7.0691370795
0.6896551724,0.2531645570,,7.0938885201
0.7241379310,0.2038834951,,7.3500388836
0.7586206897,0.1202185792,,7.8653324702
0.7931034483,0.0779661017,,8.4010953570
0.8275862069,0.0592592593,,8.9142337041
0.8620689655,0.0609756098,,8.9645339516
0.8965517241,0.0582959641,,9.2423070032
0.9310344828,0.0569620253,,9.4679822095
0.9655172414,0.0584551148,,9.5036794657
1.0000000000,0.0511463845,,11.2378720532
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
