recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,15.4100101606
0.0689655172,1.0000000000,,16.1021249344
0.1034482759,1.0000000000,,17.6209256629
0.1379310345,1.0000000000,,17.9311930986
0.1724137931,1.0000000000,,18.1341843779
0.2068965517,1.0000000000,,18.4209095980
0.2413793103,0.5000000000,,19.2445785816
0.2758620690,0.3076923077,,19.8910092608
0.3103448276,0.2571428571,,20.3658606771
0.3448275862,0.2564102564,,20.5044513809
0.3793103448,0.2500000000,,20.8019381977
0.4137931034,0.2400000000,,21.0672966257
0.4482758621,0.2549019608,,21.0676682068
0.4827586207,0.2641509434,,21.0889447201
0.5172413793,0.2238805970,,21.5126106783
0.5517241379,0.2105263158,,21.6826804735
0.5862068966,0.2207792208,,21.8165699076
0.6206896552,0.2195121951,,21.8941137258
0.6551724138,0.2235294118,,21.9306591224
0.6896551724,0.2272727273,,22.0152366718
0.7241379310,0.2000000000,,22.3270977529
0.7586206897,0.1964285714,,22.3977778769
0.7931034483,0.1869918699,,22.5345566977
0.8275862069,0.1920000000,,22.5742040993
0.8620689655,0.1984126984,,22.5846324196
0.8965517241,0.1699346405,,23.0224005350
0.9310344828,0.0897009967,,25.4881594836
0.9655172414,0.0689655172,,27.4279564182
1.0000000000,0.0609243697,,28.2500360142
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
