recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.2864886297
0.0689655172,0.5000000000,,0.3130262548
0.1034482759,0.3750000000,,0.4353916256
0.1379310345,0.3076923077,,0.5588350347
0.1724137931,0.3571428571,,0.5763275055
0.2068965517,0.4000000000,,0.6343965217
0.2413793103,0.3181818182,,0.9326801606
0.2758620690,0.3076923077,,1.0139235045
0.3103448276,0.3214285714,,1.0562097367
0.3448275862,0.3333333333,,1.1088287679
0.3793103448,0.3333333333,,1.1384899755
0.4137931034,0.3157894737,,1.2485523774
0.4482758621,0.3023255814,,1.3296447705
0.4827586207,0.3111111111,,1.3774300611
0.5172413793,0.3260869565,,1.4676102786
0.5517241379,0.3404255319,,1.4701059408
0.5862068966,0.3269230769,,1.5696241007
0.6206896552,0.3157894737,,1.7096957435
0.6551724138,0.3275862069,,1.7236005765
0.6896551724,0.3076923077,,1.8630583300
0.7241379310,0.3088235294,,1.9733892817
0.7586206897,0.2784810127,,2.1031856814
0.7931034483,0.2738095238,,2.1736110250
0.8275862069,0.2105263158,,2.4965951753
0.8620689655,0.1773049645,,2.7506192259
0.8965517241,0.1780821918,,2.7944029027
0.9310344828,0.1451612903,,3.0562438336
0.9655172414,0.1320754717,,3.1650755201
1.0000000000,0.1228813559,,3.2923415784
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
