recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3049711089
0.0689655172,1.0000000000,,0.4787117573
0.1034482759,0.6000000000,,0.5644615141
0.1379310345,0.6666666667,,0.6931018717
0.1724137931,0.6250000000,,0.7388821227
0.2068965517,0.6666666667,,0.8829247182
0.2413793103,0.5384615385,,1.1390120652
0.2758620690,0.5000000000,,1.3461151467
0.3103448276,0.4500000000,,1.5203518330
0.3448275862,0.4347826087,,1.5899932769
0.3793103448,0.4230769231,,1.6743966231
0.4137931034,0.4000000000,,1.7692672241
0.4482758621,0.3421052632,,2.0071430404
0.4827586207,0.3589743590,,2.0153578288
0.5172413793,0.3333333333,,2.1498669499
0.5517241379,0.3404255319,,2.1626746868
0.5862068966,0.2931034483,,2.4183120560
0.6206896552,0.2950819672,,2.5179200796
0.6551724138,0.3015873016,,2.5516277153
0.6896551724,0.3125000000,,2.5520634190
0.7241379310,0.2957746479,,2.6455240625
0.7586206897,0.2588235294,,2.9133832173
0.7931034483,0.2233009709,,3.2423032745
0.8275862069,0.1818181818,,3.5922587472
0.8620689655,0.1655629139,,3.6955029556
0.8965517241,0.1326530612,,3.9996357926
0.9310344828,0.0720000000,,4.4962522459
0.9655172414,0.0738786280,,4.5021776819
1.0000000000,0.0695443645,,4.6147536083
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
