recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0093992186
0.0689655172,0.3333333333,,0.1295410331
0.1034482759,0.4285714286,,0.1326190597
0.1379310345,0.4444444444,,0.2144292991
0.1724137931,0.4545454545,,0.2398604571
0.2068965517,0.4000000000,,0.3432239109
0.2413793103,0.4117647059,,0.3995816123
0.2758620690,0.4444444444,,0.4512147469
0.3103448276,0.3913043478,,0.5534650096
0.3448275862,0.3448275862,,0.7046194040
0.3793103448,0.3235294118,,0.7981262386
0.4137931034,0.2857142857,,0.9615435522
0.4482758621,0.2888888889,,0.9941042001
0.4827586207,0.3043478261,,1.0113351549
0.5172413793,0.2884615385,,1.2049868431
0.5517241379,0.2962962963,,1.2365845150
0.5862068966,0.2931034483,,1.2856131418
0.6206896552,0.3050847458,,1.3231572511
0.6551724138,0.3114754098,,1.3362835785
0.6896551724,0.3030303030,,1.4134608557
0.7241379310,0.3134328358,,1.4283556973
0.7586206897,0.3142857143,,1.4544536257
0.7931034483,0.3066666667,,1.4849678379
0.8275862069,0.2264150943,,1.8654099697
0.8620689655,0.1937984496,,2.0469434481
0.8965517241,0.1238095238,,2.4660331087
0.9310344828,0.1158798283,,2.5516990461
0.9655172414,0.1098039216,,2.6138466383
1.0000000000,0.1119691120,,2.6281284806
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
