recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.3048147123
0.0689655172,0.2500000000,,0.4769035400
0.1034482759,0.2500000000,,0.5549756129
0.1379310345,0.3076923077,,0.5644977237
0.1724137931,0.3571428571,,0.5802397740
0.2068965517,0.4000000000,,0.6402976442
0.2413793103,0.3333333333,,0.9331259612
0.2758620690,0.3200000000,,1.0144005544
0.3103448276,0.3461538462,,1.0759936221
0.3448275862,0.3333333333,,1.1323459877
0.3793103448,0.3437500000,,1.1391878219
0.4137931034,0.3333333333,,1.2718862520
0.4482758621,0.3421052632,,1.3324295095
0.4827586207,0.3500000000,,1.3777894610
0.5172413793,0.3333333333,,1.4745136051
0.5517241379,0.3404255319,,1.5051039886
0.5862068966,0.3269230769,,1.5704995957
0.6206896552,0.3333333333,,1.7230031121
0.6551724138,0.3392857143,,1.7519719821
0.6896551724,0.3278688525,,1.8676051626
0.7241379310,0.3230769231,,1.9782749991
0.7586206897,0.3055555556,,2.1040166163
0.7931034483,0.2948717949,,2.1756323124
0.8275862069,0.2142857143,,2.5297017986
0.8620689655,0.1748251748,,2.8514973417
0.8965517241,0.1768707483,,2.8813021641
0.9310344828,0.1516853933,,3.0667023131
0.9655172414,0.1421319797,,3.1651885833
1.0000000000,0.1324200913,,3.2925706414
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
