recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.4702626070
0.0689655172,1.0000000000,,0.5006289499
0.1034482759,0.7500000000,,0.8707725472
0.1379310345,0.6666666667,,0.9453261407
0.1724137931,0.6250000000,,1.0797834650
0.2068965517,0.6666666667,,1.1263940061
0.2413793103,0.5000000000,,1.6717677039
0.2758620690,0.5000000000,,1.9525382874
0.3103448276,0.4736842105,,2.0864066050
0.3448275862,0.4347826087,,2.2269961090
0.3793103448,0.4583333333,,2.2307933005
0.4137931034,0.4800000000,,2.2969776986
0.4482758621,0.4814814815,,2.3053170966
0.4827586207,0.3783783784,,2.7764608489
0.5172413793,0.3846153846,,2.8644438813
0.5517241379,0.4000000000,,2.9379548570
0.5862068966,0.3400000000,,3.3624099681
0.6206896552,0.3272727273,,3.4404099512
0.6551724138,0.3114754098,,3.6480010974
0.6896551724,0.3076923077,,3.7563455877
0.7241379310,0.3134328358,,3.7676239571
0.7586206897,0.2857142857,,3.9031063521
0.7931034483,0.2674418605,,4.0874979141
0.8275862069,0.2162162162,,4.3557018719
0.8620689655,0.1785714286,,4.5209890282
0.8965517241,0.1614906832,,4.6585061101
0.9310344828,0.0601336303,,5.5608676640
0.9655172414,0.0578512397,,5.7514314554
1.0000000000,0.0593047035,,5.7764377358
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
