recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.7919729550
0.0689655172,1.0000000000,,0.8137364497
0.1034482759,0.7500000000,,1.1336907014
0.1379310345,0.6666666667,,1.3402429159
0.1724137931,0.5555555556,,1.5974067070
0.2068965517,0.5454545455,,1.9024828954
0.2413793103,0.5833333333,,2.0379916371
0.2758620690,0.6153846154,,2.0971462523
0.3103448276,0.6428571429,,2.1602086180
0.3448275862,0.5000000000,,2.6578615027
0.3793103448,0.3928571429,,3.1150798024
0.4137931034,0.4137931034,,3.1778685447
0.4482758621,0.4333333333,,3.2216180383
0.4827586207,0.4242424242,,3.3366025524
0.5172413793,0.3846153846,,3.6040522911
0.5517241379,0.4000000000,,3.6837905128
0.5862068966,0.4047619048,,3.7080682520
0.6206896552,0.3913043478,,3.8984167198
0.6551724138,0.3392857143,,4.3149017026
0.6896551724,0.3389830508,,4.4059917347
0.7241379310,0.3088235294,,4.5496323785
0.7586206897,0.2933333333,,4.6560393406
0.7931034483,0.2705882353,,4.8179543827
0.8275862069,0.1472392638,,5.3425102009
0.8620689655,0.0896057348,,5.7110497848
0.8965517241,0.0776119403,,5.9129774966
0.9310344828,0.0617848970,,6.2758729045
0.9655172414,0.0618101545,,6.3540021429
1.0000000000,0.0554493308,,6.9796129775
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
