recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.2544652502
0.0689655172,0.6666666667,,0.4267345738
0.1034482759,0.3750000000,,0.4633115278
0.1379310345,0.4444444444,,0.4777531517
0.1724137931,0.4166666667,,0.4923768511
0.2068965517,0.4615384615,,0.4952246961
0.2413793103,0.5000000000,,0.4973396687
0.2758620690,0.5000000000,,0.5094260623
0.3103448276,0.5294117647,,0.5102498675
0.3448275862,0.5555555556,,0.5105134130
0.3793103448,0.5500000000,,0.5121731821
0.4137931034,0.5714285714,,0.5246220806
0.4482758621,0.5416666667,,0.5327986294
0.4827586207,0.5600000000,,0.5361811826
0.5172413793,0.5357142857,,0.5440315969
0.5517241379,0.5333333333,,0.5481026427
0.5862068966,0.5483870968,,0.5481466659
0.6206896552,0.5000000000,,0.5782952146
0.6551724138,0.4222222222,,0.6082985490
0.6896551724,0.3174603175,,0.6723706257
0.7241379310,0.2837837838,,0.7079069639
0.7586206897,0.2588235294,,0.7389268680
0.7931034483,0.2254901961,,0.7721081501
0.8275862069,0.2307692308,,0.7749304423
0.8620689655,0.2212389381,,0.8126926065
0.8965517241,0.1911764706,,0.8603416397
0.9310344828,0.1656441718,,0.8990886823
0.9655172414,0.1481481481,,0.9459933252
1.0000000000,0.1260869565,,1.0056777187
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
