recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.4736387281
0.0689655172,1.0000000000,,0.5690344913
0.1034482759,1.0000000000,,0.5991313100
0.1379310345,1.0000000000,,0.6187925806
0.1724137931,1.0000000000,,0.6476557282
0.2068965517,1.0000000000,,0.6612599956
0.2413793103,0.8750000000,,0.6670878340
0.2758620690,0.8888888889,,0.6755139026
0.3103448276,0.9000000000,,0.6887399420
0.3448275862,0.8333333333,,0.7123734421
0.3793103448,0.7857142857,,0.7225911394
0.4137931034,0.8000000000,,0.7240243892
0.4482758621,0.7222222222,,0.7314264984
0.4827586207,0.7000000000,,0.7446205698
0.5172413793,0.7142857143,,0.7811619813
0.5517241379,0.4444444444,,0.8527003432
0.5862068966,0.3469387755,,0.8926839914
0.6206896552,0.3157894737,,0.9177541349
0.6551724138,0.3275862069,,0.9191844623
0.6896551724,0.3389830508,,0.9201961998
0.7241379310,0.3387096774,,0.9300270409
0.7586206897,0.3283582090,,0.9383093012
0.7931034483,0.2804878049,,0.9995931734
0.8275862069,0.2307692308,,1.0443818886
0.8620689655,0.2314814815,,1.0507597242
0.8965517241,0.1520467836,,1.1683560358
0.9310344828,0.1459459459,,1.1918636390
0.9655172414,0.1400000000,,1.2146903978
1.0000000000,0.1213389121,,1.2688758841
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
