recall,precision,chance_precision,dist
0.0344827586,0.5000000000,,0.0004336391
0.0689655172,0.1666666667,,0.0097609559
0.1034482759,0.0909090909,,0.0314506667
0.1379310345,0.1025641026,,0.0373030049
0.1724137931,0.1063829787,,0.0448078248
0.2068965517,0.1132075472,,0.0567055022
0.2413793103,0.1166666667,,0.0638261479
0.2758620690,0.1176470588,,0.0699011124
0.3103448276,0.1250000000,,0.0768582905
0.3448275862,0.1315789474,,0.0808479940
0.3793103448,0.1089108911,,0.1175248164
0.4137931034,0.1071428571,,0.1301950481
0.4482758621,0.1120689655,,0.1350229147
0.4827586207,0.1085271318,,0.1454316148
0.5172413793,0.1027397260,,0.1597397278
0.5517241379,0.1081081081,,0.1619461671
0.5862068966,0.1125827815,,0.1649637825
0.6206896552,0.1153846154,,0.1702448113
0.6551724138,0.1158536585,,0.1822424775
0.6896551724,0.1142857143,,0.1935574230
0.7241379310,0.1179775281,,0.1971760258
0.7586206897,0.1215469613,,0.1998811069
0.7931034483,0.1243243243,,0.2038334615
0.8275862069,0.1188118812,,0.2251531896
0.8620689655,0.1121076233,,0.2524825290
0.8965517241,0.0952380952,,0.3092115638
0.9310344828,0.0931034483,,0.3306969586
0.9655172414,0.0891719745,,0.3675657076
1.0000000000,0.0761154856,,0.4675258576
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
