recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.3618034369
0.0689655172,1.0000000000,,0.4852777643
0.1034482759,0.7500000000,,0.5333726977
0.1379310345,0.6666666667,,0.5465154793
0.1724137931,0.7142857143,,0.5567234543
0.2068965517,0.7500000000,,0.5777901293
0.2413793103,0.7000000000,,0.5931289071
0.2758620690,0.7272727273,,0.5948873775
0.3103448276,0.7500000000,,0.5999810362
0.3448275862,0.7692307692,,0.6091202057
0.3793103448,0.7857142857,,0.6130451138
0.4137931034,0.8000000000,,0.6274473157
0.4482758621,0.7222222222,,0.6452119130
0.4827586207,0.7368421053,,0.6459522935
0.5172413793,0.7500000000,,0.6461817520
0.5517241379,0.7272727273,,0.6559214288
0.5862068966,0.7391304348,,0.6631366891
0.6206896552,0.6000000000,,0.7144239513
0.6551724138,0.5588235294,,0.7239412814
0.6896551724,0.4444444444,,0.7721646815
0.7241379310,0.4468085106,,0.7821211333
0.7586206897,0.3437500000,,0.8244692573
0.7931034483,0.3432835821,,0.8339371086
0.8275862069,0.3428571429,,0.8387534882
0.8620689655,0.3086419753,,0.8784240815
0.8965517241,0.2680412371,,0.9340165915
0.9310344828,0.2288135593,,0.9702684572
0.9655172414,0.2276422764,,0.9795793306
1.0000000000,0.1647727273,,1.0786313970
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
