recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.5519494200
0.0689655172,1.0000000000,,0.5950304380
0.1034482759,1.0000000000,,0.6347980744
0.1379310345,1.0000000000,,0.6606925251
0.1724137931,1.0000000000,,0.6818737165
0.2068965517,1.0000000000,,0.6951280581
0.2413793103,1.0000000000,,0.7027787268
0.2758620690,1.0000000000,,0.7126456435
0.3103448276,1.0000000000,,0.7283735944
0.3448275862,1.0000000000,,0.7458279328
0.3793103448,1.0000000000,,0.7479276659
0.4137931034,1.0000000000,,0.7587513265
0.4482758621,1.0000000000,,0.7643277015
0.4827586207,0.7368421053,,0.8478562808
0.5172413793,0.7500000000,,0.8492820812
0.5517241379,0.3636363636,,0.9503995637
0.5862068966,0.3695652174,,0.9519057091
0.6206896552,0.3333333333,,0.9702729831
0.6551724138,0.3166666667,,0.9879467633
0.6896551724,0.2409638554,,1.0674378340
0.7241379310,0.2470588235,,1.0693429363
0.7586206897,0.2115384615,,1.0989200250
0.7931034483,0.2169811321,,1.1002528276
0.8275862069,0.2068965517,,1.1136036964
0.8620689655,0.2032520325,,1.1455688144
0.8965517241,0.1625000000,,1.2034993782
0.9310344828,0.1255813953,,1.2962194606
0.9655172414,0.1147540984,,1.3258485159
1.0000000000,0.0986394558,,1.3804238722
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
