recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.1804521641
0.0689655172,1.0000000000,,0.2219476002
0.1034482759,1.0000000000,,0.2220434595
0.1379310345,0.5714285714,,0.2550816863
0.1724137931,0.5555555556,,0.2584425477
0.2068965517,0.5454545455,,0.2770225429
0.2413793103,0.5384615385,,0.2885862635
0.2758620690,0.5333333333,,0.3103757403
0.3103448276,0.4736842105,,0.3311128536
0.3448275862,0.4166666667,,0.3526185916
0.3793103448,0.4074074074,,0.3660994811
0.4137931034,0.3529411765,,0.3934899887
0.4482758621,0.3611111111,,0.3983890473
0.4827586207,0.3500000000,,0.4157561043
0.5172413793,0.3658536585,,0.4181145176
0.5517241379,0.3809523810,,0.4225559009
0.5862068966,0.3469387755,,0.4431675659
0.6206896552,0.3529411765,,0.4525226215
0.6551724138,0.2968750000,,0.5008280623
0.6896551724,0.3076923077,,0.5031981152
0.7241379310,0.2876712329,,0.5239477135
0.7586206897,0.2857142857,,0.5414369711
0.7931034483,0.2771084337,,0.5693655865
0.8275862069,0.2637362637,,0.5889222922
0.8620689655,0.1923076923,,0.6627531015
0.8965517241,0.1984732824,,0.6637871920
0.9310344828,0.1901408451,,0.6900190227
0.9655172414,0.1352657005,,0.8029419323
1.0000000000,0.1039426523,,0.9459953456
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
