recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0540902038
0.0689655172,0.6666666667,,0.1046657334
0.1034482759,0.6000000000,,0.1089669525
0.1379310345,0.5714285714,,0.1460131754
0.1724137931,0.5555555556,,0.1632272590
0.2068965517,0.5454545455,,0.1643767613
0.2413793103,0.5000000000,,0.1806204949
0.2758620690,0.4705882353,,0.1960285051
0.3103448276,0.4500000000,,0.2117325288
0.3448275862,0.4761904762,,0.2135910208
0.3793103448,0.4782608696,,0.2247339644
0.4137931034,0.4444444444,,0.2381844675
0.4482758621,0.2954545455,,0.2877265220
0.4827586207,0.3043478261,,0.3062474866
0.5172413793,0.3061224490,,0.3146603482
0.5517241379,0.2857142857,,0.3323218840
0.5862068966,0.2741935484,,0.3483890140
0.6206896552,0.2250000000,,0.4083392809
0.6551724138,0.2345679012,,0.4128884599
0.6896551724,0.1960784314,,0.4979783456
0.7241379310,0.1926605505,,0.5093176201
0.7586206897,0.1864406780,,0.5326878039
0.7931034483,0.1666666667,,0.5651873177
0.8275862069,0.1568627451,,0.5877333795
0.8620689655,0.1479289941,,0.6135897450
0.8965517241,0.1347150259,,0.6464149393
0.9310344828,0.1232876712,,0.6893297789
0.9655172414,0.1018181818,,0.7985281982
1.0000000000,0.0935483871,,0.8590690480
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
