recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.2208244638
0.0689655172,0.6666666667,,0.3027398086
0.1034482759,0.4285714286,,0.3687260808
0.1379310345,0.4444444444,,0.3733152386
0.1724137931,0.3846153846,,0.3940968828
0.2068965517,0.4000000000,,0.4018777897
0.2413793103,0.3500000000,,0.4400544576
0.2758620690,0.3478260870,,0.4516093919
0.3103448276,0.3750000000,,0.4539648719
0.3448275862,0.3703703704,,0.4629572952
0.3793103448,0.3928571429,,0.4704356975
0.4137931034,0.3870967742,,0.4773739905
0.4482758621,0.4062500000,,0.4799141909
0.4827586207,0.3888888889,,0.5064063843
0.5172413793,0.4054054054,,0.5064094091
0.5517241379,0.3902439024,,0.5190606409
0.5862068966,0.4047619048,,0.5216318119
0.6206896552,0.4000000000,,0.5443868883
0.6551724138,0.3958333333,,0.5558167801
0.6896551724,0.4000000000,,0.5676937691
0.7241379310,0.2837837838,,0.6313457633
0.7586206897,0.2820512821,,0.6474108066
0.7931034483,0.2149532710,,0.7208006817
0.8275862069,0.2222222222,,0.7219833099
0.8620689655,0.1838235294,,0.7889321118
0.8965517241,0.1857142857,,0.7931778997
0.9310344828,0.1914893617,,0.7963089638
0.9655172414,0.1637426901,,0.8395452184
1.0000000000,0.1128404669,,0.9926367118
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
