recall,precision,chance_precision,dist
0.0344827586,1.0000000000,,0.0176122112
0.0689655172,0.6666666667,,0.0877130671
0.1034482759,0.6000000000,,0.1089031300
0.1379310345,0.4000000000,,0.1458866705
0.1724137931,0.3846153846,,0.1530501353
0.2068965517,0.4000000000,,0.1598093029
0.2413793103,0.3684210526,,0.1737675154
0.2758620690,0.3478260870,,0.1915665202
0.3103448276,0.3750000000,,0.1927412153
0.3448275862,0.3846153846,,0.1959678723
0.3793103448,0.3793103448,,0.2082388745
0.4137931034,0.3529411765,,0.2242737204
0.4482758621,0.2954545455,,0.2591204780
0.4827586207,0.2800000000,,0.2972100850
0.5172413793,0.2777777778,,0.3116075817
0.5517241379,0.2666666667,,0.3292768973
0.5862068966,0.2537313433,,0.3474066816
0.6206896552,0.2307692308,,0.3746172411
0.6551724138,0.2209302326,,0.4069900701
0.6896551724,0.1785714286,,0.4819632983
0.7241379310,0.1721311475,,0.4916061453
0.7586206897,0.1560283688,,0.5317124592
0.7931034483,0.1474358974,,0.5617935078
0.8275862069,0.1387283237,,0.5836074537
0.8620689655,0.1351351351,,0.5923926566
0.8965517241,0.1250000000,,0.6318313863
0.9310344828,0.1088709677,,0.6874966824
0.9655172414,0.0894568690,,0.7981531226
1.0000000000,0.0807799443,,0.8577737933
0.0000000000,,0.0491525424,
1.0000000000,,0.0491525424,
