recall,precision,chance_precision
0.0344827586,0.3333333333,
0.0689655172,0.4000000000,
0.1034482759,0.3333333333,
0.1379310345,0.4000000000,
0.1724137931,0.2777777778,
0.2068965517,0.3000000000,
0.2413793103,0.1891891892,
0.2758620690,0.1739130435,
0.3103448276,0.1730769231,
0.3448275862,0.1818181818,
0.3793103448,0.1964285714,
0.4137931034,0.1935483871,
0.4482758621,0.1428571429,
0.4827586207,0.1505376344,
0.5172413793,0.1530612245,
0.5517241379,0.1584158416,
0.5862068966,0.1666666667,
0.6206896552,0.1578947368,
0.6551724138,0.1623931624,
0.6896551724,0.1694915254,
0.7241379310,0.1721311475,
0.7586206897,0.1718750000,
0.7931034483,0.1533333333,
0.8275862069,0.1463414634,
0.8620689655,0.1479289941,
0.8965517241,0.1340206186,
0.9310344828,0.1255813953,
0.9655172414,0.1111111111,
1.0000000000,0.0963455150,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
