recall,precision,chance_precision
0.0344827586,0.2000000000,
0.0689655172,0.3333333333,
0.1034482759,0.3750000000,
0.1379310345,0.4444444444,
0.1724137931,0.2500000000,
0.2068965517,0.2608695652,
0.2413793103,0.2121212121,
0.2758620690,0.1951219512,
0.3103448276,0.1875000000,
0.3448275862,0.1886792453,
0.3793103448,0.1718750000,
0.4137931034,0.1764705882,
0.4482758621,0.1604938272,
0.4827586207,0.1609195402,
0.5172413793,0.1648351648,
0.5517241379,0.1684210526,
0.5862068966,0.1588785047,
0.6206896552,0.1651376147,
0.6551724138,0.1681415929,
0.6896551724,0.1754385965,
0.7241379310,0.1750000000,
0.7586206897,0.1506849315,
0.7931034483,0.1455696203,
0.8275862069,0.1340782123,
0.8620689655,0.1381215470,
0.8965517241,0.1274509804,
0.9310344828,0.1267605634,
0.9655172414,0.1181434599,
1.0000000000,0.0935483871,
0.0000000000,,0.0491525424
1.0000000000,,0.0491525424
